101.99,164.45
45.03,121.79
131.92,15.10
71.91,144.15
93.27,1.59
1.47,65.38
81.13,118.54
157.64,118.87
159.26,106.42
154.61,115.79
47.23,0.95
151.56,140.70
64.07,28.70
46.85,56.67
25.95,80.45
109.15,72.24
84.98,61.86
99.99,108.22
21.69,3.03
91.56,120.87
107.25,83.90
14.06,79.81
76.31,102.97
21.95,84.62
118.27,105.80
105.01,112.78
110.17,12.95
16.87,164.98
143.25,89.89
135.24,83.62
32.85,105.42
4.48,94.77
34.55,105.18
96.79,115.81
130.57,30.85
93.03,148.97
55.89,80.28
47.37,89.26
35.72,109.61
19.13,81.59
124.87,72.25
60.93,92.62
114.78,29.64
85.58,146.69
18.81,95.71
121.98,73.28
120.54,54.60
100.47,65.72
16.31,116.78
10.64,83.19
5.02,26.36
31.61,114.05
131.30,64.85
34.04,53.16
84.35,109.52
13.00,77.00
43.84,97.67
1.35,90.65
68.44,53.99
19.58,163.10
42.31,64.14
86.56,98.20
11.12,75.78
92.18,53.72
59.09,92.57
17.67,32.28
6.41,10.88
2.48,70.00
26.82,54.00
62.37,57.42
48.00,102.12
89.69,39.90
49.43,88.65
91.98,50.17
5.15,15.83
0.96,90.30
13.04,41.54
100.20,92.37
104.84,123.48
33.03,12.18
71.27,109.57
77.71,85.59
18.33,29.58
48.32,146.57
29.23,78.02
120.14,23.67
28.18,101.95
151.22,15.31
18.41,89.58
128.84,37.19
78.63,44.59
40.50,103.86
54.51,55.17
22.25,115.14
70.60,110.98
104.61,0.36
1.31,86.12
108.19,13.92
77.15,35.40
37.17,72.67
13.96,20.12
106.18,49.87
92.37,136.59
4.21,2.82
132.85,115.03
52.17,87.04
78.05,73.85
123.40,84.60
13.57,24.75
93.42,42.78
63.29,121.51
67.39,42.17
74.19,128.95
91.05,43.22
55.05,78.35
94.71,128.19
187.60,6.11
14.13,83.28
97.95,106.35
56.36,18.61
20.64,96.45
44.68,104.13
5.04,41.88
89.84,93.11
163.54,0.31
179.60,112.50
5.76,93.81
118.42,58.19
146.00,121.16
82.72,27.77
9.29,124.26
64.22,81.95
145.80,62.70
179.86,88.02
29.48,90.50
172.35,41.26
178.73,116.04
121.09,57.14
50.67,94.52
16.24,105.53
28.65,80.74
148.23,101.76
185.18,173.61
19.42,64.54
237.61,152.61
199.98,59.78
3.64,149.66
87.72,69.51
125.27,59.63
131.36,83.97
194.13,136.59
177.39,70.31
12.21,124.90
151.82,83.05
190.73,137.13
70.19,88.45
50.50,70.81
91.71,61.55
105.55,123.15
101.53,46.65
16.59,167.15
178.80,65.22
233.69,150.27
131.23,85.58
48.26,143.99
44.82,77.95
54.61,99.61
128.86,28.69
155.29,108.80
52.89,94.04
136.74,113.46
148.82,65.76
48.92,65.34
32.41,74.26
0.30,143.41
47.79,46.52
153.46,128.47
122.07,28.71
45.20,174.18
118.19,29.89
101.82,91.56
