25.51,572.12
40.29,190.74
7.99,449.04
51.30,398.09
4.91,194.37
71.06,384.15
26.56,491.98
24.28,129.89
71.26,585.13
0.88,177.86
36.52,465.77
38.44,354.56
31.14,167.40
38.74,376.22
24.74,494.73
19.40,183.09
21.82,542.98
28.39,163.28
49.49,464.75
14.16,358.21
58.46,218.80
7.50,338.04
72.79,526.75
67.50,254.54
12.23,485.82
6.37,197.96
16.85,506.05
75.17,296.58
44.86,186.55
40.24,334.54
36.20,469.51
69.84,171.70
42.64,525.72
35.64,175.48
26.04,413.99
14.22,203.60
12.31,161.10
56.65,258.98
15.59,393.75
17.39,167.15
29.15,392.72
32.55,121.01
1.62,382.02
15.08,250.20
9.08,200.30
51.26,261.13
10.53,314.56
16.16,238.83
14.70,367.66
16.65,127.51
53.84,422.03
14.55,228.30
49.76,228.26
41.09,319.00
7.88,295.88
36.24,248.01
22.37,376.93
27.03,85.79
23.52,352.37
22.77,223.77
14.96,258.26
23.79,371.07
8.86,364.83
16.98,268.09
18.50,367.57
12.45,63.24
24.06,378.13
30.59,93.03
34.59,276.65
11.32,441.56
25.80,337.67
5.72,355.74
7.25,360.39
8.91,47.51
44.86,422.78
49.86,18.18
6.76,252.06
3.15,440.33
42.43,376.88
25.10,316.77
50.74,397.72
19.25,0.45
16.65,394.27
21.75,43.19
1.30,360.38
40.94,429.17
4.02,374.48
25.93,418.83
13.88,427.35
27.11,13.55
24.64,471.58
24.70,15.02
60.13,400.99
28.42,425.66
71.21,343.12
28.91,445.51
14.94,328.61
24.18,17.31
28.36,436.53
19.88,41.72
35.67,354.93
24.46,411.91
14.48,249.83
67.37,394.09
3.49,308.56
23.31,112.03
3.32,376.15
18.66,52.70
11.65,377.96
12.29,395.61
11.71,258.85
61.00,450.43
13.75,240.74
11.86,154.78
7.64,422.30
26.08,61.08
29.83,384.03
13.19,369.38
56.50,237.05
5.59,434.35
32.27,266.37
2.66,125.12
18.23,405.21
12.59,165.35
9.00,385.19
6.22,419.07
35.75,225.08
45.62,425.34
30.57,240.97
30.44,210.42
15.41,423.76
39.02,145.99
7.38,417.85
6.72,374.97
23.32,173.02
29.54,463.59
0.95,207.95
26.49,186.22
20.43,413.46
24.75,123.92
0.54,403.93
9.85,342.76
11.63,171.39
15.03,413.54
17.35,127.70
40.24,206.03
52.34,456.80
14.10,202.46
49.18,369.49
4.66,373.98
5.29,85.12
16.74,423.99
10.78,115.94
33.32,244.27
22.10,348.62
45.09,185.14
25.91,370.20
50.34,337.16
11.48,43.10
14.03,429.73
19.88,89.48
16.46,280.08
0.62,309.86
16.11,250.16
11.30,367.32
7.25,335.51
26.75,51.44
5.83,443.90
10.28,36.37
8.25,289.11
16.74,363.11
19.97,277.44
42.64,359.71
21.99,353.42
31.45,2.77
20.66,428.35
20.13,4.37
26.01,372.37
22.04,326.49
27.76,270.75
8.33,343.50
17.00,302.78
8.79,24.14
41.71,448.50
6.74,35.82
11.73,355.98
2.05,347.41
13.70,280.78
11.76,400.43
35.56,294.13
54.38,0.62
14.13,432.04
35.85,47.47
17.98,356.91
31.84,330.54
8.16,351.93
10.39,355.40
10.75,323.84
37.42,110.15
2.74,420.80
47.72,56.95
24.52,388.48
30.28,239.64
34.80,300.26
20.43,328.21
14.42,217.01
1.66,64.34
27.54,381.77
22.39,88.25
55.26,383.51
10.57,262.78
16.84,341.69
37.71,362.59
8.41,231.29
8.40,121.73
18.26,416.92
54.41,113.80
22.47,382.48
54.29,300.64
4.28,344.74
16.50,349.70
23.68,244.53
24.29,177.09
0.17,388.60
17.01,58.49
19.08,404.70
45.20,247.54
6.14,305.30
8.46,301.03
42.00,155.97
23.97,181.73
2.63,415.63
5.44,160.96
25.48,386.61
24.36,206.95
42.90,348.32
8.64,267.19
49.23,176.17
23.21,244.40
41.20,383.74
16.16,207.75
10.78,375.86
37.83,201.02
12.16,376.32
24.49,293.41
14.83,109.32
22.17,265.64
16.85,321.45
18.52,142.91
5.53,362.36
35.90,132.24
49.88,312.07
35.70,257.87
26.06,73.87
31.71,305.17
32.67,364.55
3.63,223.17
16.05,350.44
22.70,155.06
37.38,354.85
15.34,203.97
75.13,78.47
14.06,332.94
10.98,368.15
31.54,228.34
3.54,373.25
15.13,70.51
5.22,401.91
80.89,161.70
104.39,227.21
92.72,489.71
88.50,182.39
36.51,197.10
21.02,382.32
34.75,5.30
20.51,371.69
23.16,111.81
11.17,29.11
41.12,262.43
5.47,320.46
