204.24,173.86
226.08,42.07
24.15,451.95
39.06,467.06
28.98,477.41
228.15,40.61
7.18,589.16
142.57,102.86
229.87,21.93
44.22,490.87
155.65,168.70
72.19,463.87
151.46,527.17
176.60,128.44
86.35,554.97
72.50,108.24
233.62,45.28
211.24,466.18
7.93,157.82
174.87,430.79
139.74,496.58
151.31,181.39
21.04,453.10
80.32,73.87
223.22,129.11
157.38,521.56
322.57,263.04
2.81,469.29
197.60,534.11
189.15,100.41
63.99,523.71
19.17,51.23
153.64,111.44
238.83,552.21
195.99,191.58
30.29,450.45
257.77,501.54
299.78,140.63
213.96,503.34
201.59,64.60
80.20,129.00
27.72,5.34
7.81,1.86
32.87,81.20
46.24,34.26
49.47,29.47
175.02,399.93
389.37,342.59
63.77,185.63
98.11,420.10
224.39,488.69
41.07,175.40
231.95,494.63
245.84,132.89
44.96,557.55
257.93,371.53
226.28,199.22
63.09,416.61
136.18,537.15
76.12,191.83
210.99,486.95
139.69,74.83
7.96,557.31
327.05,381.69
280.58,154.01
334.31,422.12
69.44,547.56
112.84,243.38
167.25,456.99
228.08,62.06
211.08,613.62
23.99,314.47
279.41,160.78
303.18,449.58
45.79,516.76
175.35,253.81
273.33,500.71
173.11,2.36
177.97,643.01
169.21,305.32
26.81,203.20
260.48,449.05
303.69,516.56
51.84,330.90
246.29,457.49
260.50,69.46
170.79,586.41
19.54,306.94
155.31,137.08
226.13,498.49
307.51,455.88
341.57,337.23
45.91,418.99
211.68,26.53
257.68,658.69
191.27,254.57
18.75,158.73
102.40,511.58
221.55,434.33
298.88,341.62
7.10,474.16
273.31,76.00
298.82,723.71
280.51,253.31
124.68,141.85
36.31,509.06
85.05,413.91
262.69,404.37
308.17,474.16
31.30,136.88
233.80,668.10
222.20,208.16
76.96,72.24
104.45,475.88
136.39,364.76
142.11,481.99
223.99,502.34
239.77,130.19
47.16,668.38
259.29,266.27
312.36,43.54
101.36,482.23
129.51,291.23
169.84,447.43
146.48,461.28
152.20,192.80
17.49,643.03
302.04,229.15
25.90,39.92
355.99,486.86
0.73,252.53
186.14,467.86
144.43,506.27
161.93,181.07
181.98,694.25
18.32,203.21
369.40,99.43
365.23,461.18
36.88,212.61
265.24,507.18
183.33,446.33
154.43,198.20
144.79,650.86
119.13,117.01
23.36,44.81
312.16,576.92
378.50,154.54
8.43,573.25
249.39,488.41
224.90,271.80
205.68,617.16
49.80,130.53
117.84,78.58
296.86,541.91
312.86,111.50
365.31,565.07
36.68,391.16
235.65,321.30
195.00,600.23
170.46,52.79
61.30,164.80
109.67,533.65
274.42,48.42
320.33,623.33
33.47,370.58
253.22,395.69
293.70,544.92
178.69,11.86
